text_idx,gt_rank,recall@1,precision@1,recall@5,precision@5,recall@10,precision@10,recall@50,precision@50
972,24,0,0.0,0,0.0,0,0.0,1,0.1
972,126,0,0.0,0,0.0,0,0.0,0,0.0
975,55,0,0.0,0,0.0,0,0.0,0,0.0
975,90,0,0.0,0,0.0,0,0.0,0,0.0
975,64,0,0.0,0,0.0,0,0.0,0,0.0
975,25,0,0.0,0,0.0,0,0.0,1,0.08
1004,25,0,0.0,0,0.0,0,0.0,1,0.1
1004,10,0,0.0,0,0.0,0,0.0,1,0.1
1004,54,0,0.0,0,0.0,0,0.0,0,0.0
1004,15,0,0.0,0,0.0,0,0.0,1,0.1
1004,40,0,0.0,0,0.0,0,0.0,1,0.1
1008,35,0,0.0,0,0.0,0,0.0,1,0.1
1008,126,0,0.0,0,0.0,0,0.0,0,0.0
1008,0,1,1.0,1,1.0,1,0.5,1,0.1
1008,5,0,0.0,0,0.0,1,0.5,1,0.1
1008,34,0,0.0,0,0.0,0,0.0,1,0.1
1019,106,0,0.0,0,0.0,0,0.0,0,0.0
1019,160,0,0.0,0,0.0,0,0.0,0,0.0
1019,74,0,0.0,0,0.0,0,0.0,0,0.0
1019,95,0,0.0,0,0.0,0,0.0,0,0.0
1019,240,0,0.0,0,0.0,0,0.0,0,0.0
1034,5,0,0.0,0,0.0,1,0.5,1,0.1
1034,57,0,0.0,0,0.0,0,0.0,0,0.0
1034,35,0,0.0,0,0.0,0,0.0,1,0.1
1034,50,0,0.0,0,0.0,0,0.0,0,0.0
1034,25,0,0.0,0,0.0,0,0.0,1,0.1
1064,0,1,1.0,1,1.0,1,0.5,1,0.1
1064,10,0,0.0,0,0.0,0,0.0,1,0.1
1064,24,0,0.0,0,0.0,0,0.0,1,0.1
1064,63,0,0.0,0,0.0,0,0.0,0,0.0
1064,0,1,1.0,1,1.0,1,0.5,1,0.1
1077,20,0,0.0,0,0.0,0,0.0,1,0.1
1077,254,0,0.0,0,0.0,0,0.0,0,0.0
1077,20,0,0.0,0,0.0,0,0.0,1,0.1
1077,5,0,0.0,0,0.0,1,0.5,1,0.1
1077,10,0,0.0,0,0.0,0,0.0,1,0.1
1079,33,0,0.0,0,0.0,0,0.0,1,0.1
1079,30,0,0.0,0,0.0,0,0.0,1,0.1
1079,25,0,0.0,0,0.0,0,0.0,1,0.1
1079,72,0,0.0,0,0.0,0,0.0,0,0.0
1079,35,0,0.0,0,0.0,0,0.0,1,0.1
1095,38,0,0.0,0,0.0,0,0.0,1,0.1
1095,10,0,0.0,0,0.0,0,0.0,1,0.1
1095,657,0,0.0,0,0.0,0,0.0,0,0.0
1095,5,0,0.0,0,0.0,1,0.5,1,0.1
1095,5,0,0.0,0,0.0,1,0.5,1,0.1
1103,135,0,0.0,0,0.0,0,0.0,0,0.0
1103,47,0,0.0,0,0.0,0,0.0,1,0.06
1103,48,0,0.0,0,0.0,0,0.0,1,0.04
1103,168,0,0.0,0,0.0,0,0.0,0,0.0
1103,143,0,0.0,0,0.0,0,0.0,0,0.0
1116,5,0,0.0,0,0.0,1,0.4,1,0.08
1116,15,0,0.0,0,0.0,0,0.0,1,0.08
1116,5,0,0.0,0,0.0,1,0.4,1,0.08
1116,28,0,0.0,0,0.0,0,0.0,1,0.08
1138,119,0,0.0,0,0.0,0,0.0,0,0.0
